wrestler_id,name,birthplace,gender,age,height,weight,career_start,career_end,promotion,rating,votes
26625,Ryo Inoue,"Kurume, Fukuoka, Japan",male,20.0,177.0,85.0,2022-01-02,,6,,
12706,Star Boy,"Tijuana, Baja California, Mexiko",male,41.0,,,1999-01-01,,,,
1850,Katsuhiko Nakajima,"Fukuoka, Japan",male,35.0,175.0,87.0,2004-01-05,,8,9.39,269.0
881,Rocco Rock,"Woodbridge Township, New Jersey, USA",male,,178.0,114.0,1978-01-01,2002-01-01,,6.1,60.0
21957,Dante Leon,"Dallas, Texas, USA",male,28.0,175.0,86.0,,,,5.33,12.0
23813,Danni Bee,"Oklahoma City, Oklahoma, USA",female,,,,2020-02-01,,,,
23002,Ultra Violette,"New York City, New York, USA",female,,,,2016-01-01,,,7.0,2.0
3927,Grado,"Glasgow, Scotland, UK",male,35.0,180.0,107.0,2003-01-01,,,6.25,105.0
18673,Chinnen Hokkai,Japan,male,43.0,175.0,85.0,2001-01-14,,,,
13642,BC Killer,"Los Angeles, California, USA",male,,178.0,145.0,2005-01-01,,,,
19090,Dylan Davis,"Newfoundland, Canada",male,,173.0,89.0,2006-01-01,,,6.0,1.0
15712,Shoko Nakajima,"Niigata, Japan",female,32.0,147.0,,2013-08-17,,1467,9.13,85.0
6221,Scotty Beach,"Marietta, Georgia, USA",male,,,102.0,2000-01-01,,,7.0,1.0
15169,Thomas Shire,"Charlotte, North Carolina, USA",male,35.0,190.0,108.0,2007-04-29,,,7.0,2.0
25678,Red Grupe,"Hamburg, Deutschland",male,,,,,,,,
233,Traci Brooks,"St. Marys, Ontario, Canada",female,48.0,162.0,58.0,2001-01-01,2015-07-18,,5.99,104.0
13811,Tyler Cintron,"Utah, USA",male,,183.0,91.0,2010-09-25,,,,
15968,Paul Diamond,"Toronto, Ontario, Canada",male,,190.0,107.0,1960-01-01,1972-01-01,,,
2227,Paul Lauria,"New York City, New York, USA",male,,165.0,82.0,1992-01-01,2000-01-01,,,
18763,Kavita Devi,Indien,female,40.0,175.0,63.0,2016-01-01,,,5.0,8.0
17268,Bronson Mathews,"Thornton, Colorado, USA",male,,201.0,130.0,2016-03-18,2016-07-07,,,
3454,Mickey Jay,"Rock Island, Illinois, USA",male,,170.0,,,,,6.86,21.0
318,Dino Bravo,"Montreal, Quebec, Canada",male,,185.0,118.0,1970-01-01,1992-01-01,,5.14,88.0
2667,Jake Manning,"Preston, Iowa, USA",male,41.0,180.0,100.0,2004-01-01,,2287,6.25,24.0
2604,Magic Dragon,"Kobayashi, Miyazaki, Japan",male,,,104.0,1975-01-15,1987-11-28,,7.33,3.0
25330,Damon Kemp,"Apple Valley, Minnesota, USA",male,24.0,183.0,100.0,2021-12-21,,1,6.46,24.0
2485,Leva Bates,"Madisonville, Kentucky, USA",female,40.0,158.0,52.0,2007-04-21,,,4.82,102.0
15472,Chet Sterling,"Raleigh, North Carolina, USA",male,34.0,185.0,89.0,2012-10-01,,,,
4658,Frank Andersson,"Trollhättan, Västra Götalands län, Schweden",male,,186.0,106.0,1986-01-01,1995-01-01,,3.4,5.0
23477,Paris Van Dale,"Boynton Beach, Florida, USA",female,23.0,165.0,,2020-03-13,,,,
6918,Hans Schmidt,"Joliette, Quebec, Canada",male,,194.0,114.0,1949-01-01,1976-01-01,,10.0,2.0
12202,Lucha Machine,"California, USA",male,,178.0,82.0,,2013-01-01,,,
15173,Remy Marcel,"Las Vegas, Nevada, USA",male,41.0,,89.0,,,,,
1407,Alberto El Patron,"San Luis Potosi, Mexiko",male,46.0,197.0,108.0,2000-08-11,,,7.16,595.0
10084,Megan Bayne,"East Haven, Connecticut, USA",female,25.0,,,2018-01-01,,,7.64,11.0
5733,Big Daddy Doom,"Monroe, Ohio, USA",male,,198.0,190.0,1990-01-01,,,2.0,1.0
21491,Chris Averoff,Griechenland,male,,,,,,,,
13130,Caleb Crush,"Northglen, Colorado, USA",male,38.0,,,2010-01-01,,,,
1523,Sami Zayn,"Laval, Quebec, Canada",male,39.0,185.0,96.0,2002-03-01,,1,9.18,975.0
21885,Elektra Lopez,"New Jersey, USA",female,,,,2017-12-10,,1,3.63,27.0
3668,Toro Bill Jr.,"Puebla, Mexiko",male,,166.0,85.0,,,,,
1000,Scott Putski,"Austin, Texas, USA",male,,180.0,118.0,1986-01-01,,,4.21,24.0
4028,Jerrito Estrada,Mexiko,male,,152.0,,1991-01-01,,,,
4040,Super Mega,"Mexico City, Distrito Federal, Mexiko",male,46.0,178.0,98.0,1992-09-16,,,,
25204,Honest John,"California, USA",male,,,,,,,,
10956,Gemelo Diablo I,"Guadalajara, Jalisco, Mexiko",male,80.0,180.0,105.0,,,,,
1950,Mad Dog Vachon,"Montreal, Quebec, Canada",male,,175.0,103.0,1950-01-01,1986-01-01,,7.2,20.0
19482,Steph De Lander,"Sydney, New South Wales, Australia",female,26.0,180.0,85.0,2017-04-09,,,6.61,18.0
15895,Toshiki Iwaki,"Iwaki, Fukushima, Japan",male,28.0,175.0,95.0,2015-05-05,,,,
6920,Santos Escobar,"Mexico City, Distrito Federal, Mexiko",male,39.0,180.0,90.0,2000-07-04,,1,8.25,177.0
5855,Ludwig Kaiser,"Pinneberg, Schleswig-Holstein, Deutschland",male,33.0,190.0,95.0,2008-03-01,,1,7.66,238.0
14023,Honoo Shuichi,Japan,male,50.0,185.0,90.0,2005-01-01,,,,
8603,Babe Sharon,"Zacatecas, Mexiko",male,,,,,,,,
330,Ty Street,"Philadelphia, Pennsylvania, USA",male,,178.0,100.0,,,,,
13882,Koharu Hinata,"Kawasaki, Kanagawa, Japan",female,38.0,145.0,45.0,2013-07-20,,,7.5,2.0
137,Bull Buchanan,"Eddyville, Kentucky, USA",male,55.0,198.0,124.0,1995-01-01,,,3.87,126.0
13863,Munenori Higo,"Kumamoto, Japan",male,,184.0,102.0,,,,,
17400,Jamie Senegal,"Rehoboth Beach, Delaware, USA",female,25.0,175.0,79.0,2015-06-13,,,,
2571,Karl Anderson,"Detroit, Michigan, USA",male,43.0,184.0,97.0,2002-05-20,,1,7.3,325.0
1277,Fuerza Guerrera,"Mexico City, Distrito Federal, Mexiko",male,69.0,170.0,82.0,1978-08-01,,,8.7,10.0
22544,Warren Johnson,"Springfield, Illinois, USA",male,,,80.0,,,,,
10124,Licantropo,"Torreon, Coahuila, Mexiko",male,32.0,177.0,90.0,2007-01-01,,,5.0,2.0
23406,Skye Blue,"New York City, New York, USA",female,23.0,157.0,50.0,2017-06-24,,2287,6.1,91.0
10297,Serpentico,"Bayamon, Puerto Rico, USA",male,39.0,167.0,79.0,2007-01-01,,2287,5.95,63.0
3839,Taku Anzawa,"Kariwa, Niigata, Japan",male,,175.0,82.0,2003-03-21,2008-05-06,,,
4663,Starman,"Mexico City, Distrito Federal, Mexiko",male,,171.0,85.0,1994-04-30,,,4.0,1.0
8977,Damien Corvin,"Northern Ireland, UK",male,,178.0,98.0,,,,8.0,1.0
24668,Aron Sykes,"Lovington, New Mexico, USA",male,25.0,,,2017-01-01,,,,
22181,Bhupinder Gujjar,"Chandigarh, Indien",male,28.0,,,2019-03-16,,5,5.3,10.0
11259,Gary Scott,"Phoenix, Arizona, USA",male,,185.0,99.0,,,,,
7302,La Flecha,"Mexico City, Distrito Federal, Mexiko",male,,168.0,82.0,1993-04-01,,,,
513,Daffney,"Wiesbaden, Hessen, Deutschland",female,,168.0,59.0,1999-01-01,2015-01-01,,7.26,125.0
12640,Genesis,"Mexico City, Distrito Federal, Mexiko",male,33.0,,,,,,,
3743,Lion Kid,"Portsmouth, Hampshire, England, UK",male,,160.0,73.0,2003-12-20,,,6.55,20.0
23405,Scott Oberman,"Liverpool, Merseyside, England, UK",male,26.0,,,2013-01-01,,,,
2487,Giant Kimala,"Macon, Georgia, USA",male,,185.0,170.0,1986-01-01,2005-01-01,,3.78,9.0
2380,Jim Powers,"East Rutherford, New Jersey, USA",male,,180.0,114.0,1984-01-01,2010-01-23,,4.53,49.0
8920,Niles Plonk,"St. Louis, Missouri, USA",male,41.0,188.0,95.0,1999-01-01,,,,
346,Micah Taylor,"Kaneohe, Hawaii, USA",male,46.0,178.0,110.0,2003-01-01,,,6.0,1.0
2312,Jazzy Gabert,"Berlin, Deutschland",female,41.0,185.0,90.0,2001-04-07,,,6.51,102.0
15938,Michael Allen Richard Clark,"Victoria, British Columbia, Canada",male,31.0,185.0,102.0,2012-01-01,,,,
199,Don Callis,"Winnipeg, Manitoba, Canada",male,59.0,188.0,105.0,1989-01-01,2004-01-01,2287,7.82,137.0
4806,Jason The Terrible,"Calgary, Alberta, Canada",male,62.0,191.0,121.0,1983-01-01,,,5.33,6.0
18859,Hunter Freeman,"Soperton, Georgia, USA",male,,,,2015-01-01,2022-01-01,,,
6198,Ryuichi Sekine,"Fukushima, Japan",male,35.0,170.0,85.0,2008-01-03,,2649,5.2,5.0
11757,La Practicante,"Mexico City, Distrito Federal, Mexiko",female,,,,1989-01-01,,,,
14292,Josh Hess,"Binghamton, New York, USA",male,34.0,185.0,86.0,2012-06-02,,,,
43,Velvet McIntyre,"Dublin, Ireland",female,,178.0,68.0,1980-01-01,1998-01-01,,6.61,18.0
13075,Ivan Warsaw,"Memphis, Tennessee, USA",male,39.0,190.0,104.0,,,,,
24299,Sandra Moone,"Las Vegas, Nevada, USA",female,,178.0,61.0,2017-01-01,,,8.0,2.0
514,Rodney Mack,"Lafayette, Louisiana, USA",male,52.0,188.0,109.0,1997-01-01,,9,3.08,49.0
15025,Gentleman Jervis,"Philadelphia, Pennsylvania, USA",male,,183.0,91.0,2014-02-08,,,7.76,17.0
4774,Mike Williams,"Virginia, USA",male,,,101.0,1994-04-01,2016-01-01,,,
11271,Joey Ozbourne,"Telford, Shropshire, England, UK",male,35.0,180.0,103.0,2008-05-25,,,,
12378,Dave Nelson,"Ohio, USA",male,,180.0,111.0,,,,,
6058,Artemis Spencer,"Maple Ridge, British Columbia, Canada",male,37.0,183.0,80.0,2002-12-06,,,8.2,10.0
24735,Darian Bengston,USA,male,,,90.0,,,,,
1962,Vinnie Massaro,"California, USA",male,44.0,175.0,118.0,1997-09-19,,,3.56,9.0
9880,Michael Frehley,"Columbia, South Carolina, USA",male,,175.0,80.0,,,,,
13368,MAX Miyazawa,"Numazu, Shizuoka, Japan",male,52.0,171.0,90.0,1998-02-05,,,,
3137,Randy Tyler,"Canton, Mississippi, USA",male,,193.0,130.0,,,,,
13089,Leon Dorado,"Mexico City, Distrito Federal, Mexiko",male,33.0,,,,,,,
13765,Star Jr.,"Mexico City, Distrito Federal, Mexiko",male,29.0,183.0,80.0,2010-08-15,,78,6.0,1.0
2135,Tommy Vandal,"Boca Raton, Florida, USA",male,,185.0,102.0,2001-01-01,,,,
14359,Rick Vain,"Liverpool, England, UK",male,46.0,194.0,115.0,1998-11-01,,,,
18685,Jake Atlas,"El Monte, California, USA",male,28.0,178.0,91.0,2016-08-06,,,6.45,56.0
16279,Gisele Shaw,"Toledo City, Cebu, Philippinen",female,34.0,170.0,59.0,2015-01-01,,5,5.89,46.0
11099,Gurukun Mask,"Hirakata, Osaka, Japan",male,51.0,173.0,77.0,2001-05-06,,1228,6.33,3.0
4673,Luciferno,"Gomez Palacio, Durango, Mexiko",male,51.0,175.0,95.0,1989-12-25,,78,8.0,1.0
15202,Vladimir Berkovich,Kasachstan,male,,187.0,147.0,1989-02-22,1994-10-14,,,
7642,Murder Clown,Mexiko,male,37.0,196.0,131.0,2003-01-01,,122,5.0,3.0
17037,Rocket Monroe,"Memphis, Tennessee, USA",male,,,,1960-11-12,1979-01-01,,,
20472,Pom Harajuku,"Tokyo, Japan",female,,163.0,,2018-11-24,,1467,6.79,38.0
1370,Don Fujii,"Minoh, Osaka, Japan",male,53.0,175.0,100.0,1997-05-11,,96,6.67,45.0
11551,Mujer Salvaje,"Mexico City, Distrito Federal, Mexiko",female,,,,1978-01-01,2005-01-01,,,
4183,Alexis Smirnoff,"St.-Lim, Quebec, Canada",male,,190.0,116.0,1970-01-01,1988-01-01,,3.0,1.0
15437,Arkalis,"San Martin, Puebla, Mexiko",male,,168.0,94.0,2004-01-01,,,,
14235,Daniel Joseph,"Buffalo, New York, USA",male,,178.0,88.0,,,,,
21896,Leonis Khan,"Niles, Ohio, USA",male,32.0,,,2018-01-01,,,,
16903,Matt Murphy,"Washington, USA",male,,183.0,106.0,,,,,
22258,Chicharito Shoki,"Koriyama, Shizuoka, Japan",male,24.0,162.0,70.0,2020-03-25,,137,7.0,1.0
18143,Hajime,"Beppu, Oita, Japan",male,28.0,170.0,72.0,2016-03-30,,,6.0,1.0
5439,Yutaka,"Shimamoto, Osaka, Japan",male,48.0,170.0,80.0,1999-05-02,,,,
16535,Tonina Jackson,"Monterrey, Nuevo Leon, Mexiko",male,,,136.0,,,,,
24454,Kosei Fujita,"Niihama, Ehime, Japan",male,21.0,178.0,85.0,2021-08-24,,7,6.64,25.0
163,Jazz,"New Orleans, Louisiana, USA",female,49.0,162.0,68.0,1998-01-01,,,6.53,118.0
12419,Lance Anoa'i,"Allentown, Pennsylvania, USA",male,31.0,185.0,,2010-01-01,,22,5.8,10.0
12173,Izzy James,"Texas, USA",male,35.0,183.0,80.0,2010-04-03,,,10.0,1.0
7592,Tito Santana,Mexiko,male,37.0,170.0,85.0,2000-01-01,,,5.0,1.0
15382,Frank Durso,"Pittsburgh, Pennsylvania, USA",male,,175.0,109.0,1961-01-01,,,,
8797,David Lynch,"Lewisburg, West Virginia, USA",male,,180.0,125.0,,,,,
3726,Kono Mama Ichikawa,"Kakamigahara, Gifu, Japan",male,48.0,165.0,65.0,1998-12-12,,96,4.85,48.0
1224,Hirotaka Yokoi,"Iwamizawa, Hokkaido, Japan",male,,178.0,93.0,2002-05-23,,,8.0,1.0
13280,Meyer,"Puebla, Mexiko",male,34.0,,,,,,,
14763,Nia Jax,"Sydney, New South Wales, Australia",female,,183.0,119.0,2015-05-07,2021-11-04,,2.69,420.0
26945,Kristara,"Montreal, Quebec, Canada",female,,162.0,66.0,2021-10-28,,,,
15917,Kenta Hattori,"Kamo, Niigata, Japan",male,34.0,173.0,73.0,2012-11-25,,,,
3571,Little Jeanne,"New York City, New York, USA",female,,158.0,66.0,1996-01-01,2015-01-01,,,
2217,Eric Alexander,"Carolina, Puerto Rico, USA",male,,190.0,111.0,2000-01-01,2016-01-01,,2.98,60.0
25518,Quincy Elliott,"California, USA",male,,,,2018-01-01,,1,2.11,27.0
7716,Vicky Carranza,"San Miguel de Allende, Guanajuato, Mexiko",female,,,,1974-01-01,2014-01-01,,,
4158,Rockin' Randy,"St. Paul, Minnesota, USA",male,,183.0,99.0,1988-01-01,2010-01-01,,,
16871,Charli Evans,"Central Coast, New South Wales, Australia",female,26.0,157.0,48.0,2014-12-12,,,7.55,22.0
3674,Super Tiger,"Miyazaki, Japan",male,46.0,180.0,95.0,2007-03-07,,269,6.25,12.0
2412,JD Michaels,"Edmonton, Alberta, Canada",male,,178.0,87.0,2001-11-04,2015-01-01,,,
24429,La Parkita Negra,Mexiko,male,,,,2014-01-01,,,,
5160,Dan Wilson,"Atlanta, Georgia, USA",male,,,,,,,,
7237,Marcius Pitt,"Perth, Western Australia, Australia",male,,180.0,100.0,2005-01-01,,,7.43,7.0
1178,Antonino Rocca,"Treviso, Italien",male,,183.0,103.0,1941-01-01,1976-01-01,,9.64,22.0
17027,Penelope Ford,"Phoenix, Arizona, USA",female,30.0,,,2014-12-17,,2287,6.47,140.0
2675,Dan Barry,"Merrick, New York, USA",male,40.0,180.0,77.0,2002-01-01,,,8.46,24.0
9500,Breeze,"Calgary, Alberta, Canada",male,35.0,185.0,89.0,2007-04-01,,1,7.34,277.0
1916,Melina,"Los Angeles, California, USA",female,44.0,162.0,55.0,2001-01-01,,,7.64,345.0
25955,Watson,"Louisville, Kentucky, USA",male,,,,2016-11-01,,,9.0,1.0
8341,Saturno,"Guadalajara, Jalisco, Mexiko",male,32.0,170.0,60.0,2008-07-21,2017-01-01,,,
26400,Hunter Knott,"Pennsylvania, USA",male,,,,,,,,
11041,Big Mama,Mexiko,female,33.0,160.0,108.0,2006-01-01,,,6.0,1.0
1822,Cousin Luke,"Humphreys County, Mississippi, USA",male,,185.0,118.0,1973-01-01,2000-01-01,,2.33,9.0
2130,Bryan Logan,"Lowell, Massachusetts, USA",male,,183.0,98.0,2003-01-01,,,,
323,Vik Dalishus,"Intercourse, Pennsylvania, USA",male,40.0,185.0,102.0,2001-08-31,,,7.0,1.0
4763,Buck Robley,"Bossier City, Louisiana, USA",male,,185.0,115.0,1968-01-01,1985-01-01,,8.0,1.0
24300,Bron Breakker,"Woodstock, Georgia, USA",male,25.0,183.0,104.0,2020-10-08,,1,7.36,169.0
17182,Bob Kelly,"Louisville, Kentucky, USA",male,,180.0,98.0,,,,,
7324,Danny DeNucci,"South Carolina, USA",male,,198.0,120.0,,,,,
3244,Danny McShain,"Parkdale, Arkansas, USA",male,,180.0,94.0,1930-10-30,,,,
3731,El Faraon,"Mexico City, Distrito Federal, Mexiko",male,,180.0,89.0,1972-01-01,,,,
5366,Mike Rayne,"Stockton, California, USA",male,40.0,188.0,,,,,,
4320,Dan Miller,"Tampa, Florida, USA",male,,181.0,111.0,1955-01-01,,,,
26578,Rebecca Scott,"Payette, Idaho, USA",female,,,,2020-12-12,,,,
7923,Rey Escorpion,"Guaymas, Sonora, Mexiko",male,44.0,176.0,92.0,1999-03-20,,,7.0,2.0
25599,Branden Vice,"Lubbock, Texas, USA",male,36.0,164.0,81.0,2018-11-01,,,,
735,Steve Bradley,"Boston, Massachusetts, USA",male,,188.0,114.0,1991-01-01,2008-01-01,,9.43,7.0
335,Blue Dragon,"Bayonne, New Jersey, USA",male,,173.0,68.0,2000-03-21,2016-01-01,,4.2,10.0
2567,Sumito,"Renton, Washington, USA",male,,190.0,142.0,1989-01-01,,,,
15790,Keith Diamond,"Jersey City, New Jersey, USA",male,,,,,,,,
12033,Cody Weatherby,"Nashville, Tennessee, USA",male,,,,,,,,
15904,Wilf Caron,Mexiko,male,,,,,,,,
15318,Mike Verna,"New York City, New York, USA",male,32.0,183.0,106.0,2013-01-01,,,7.33,3.0
18956,Chandler Hopkins,"Ardmore, Oklahoma, USA",male,,,,,,,8.0,2.0
6097,Hiroshi Yamato,"Kimitsu, Chiba, Japan",male,39.0,177.0,82.0,2007-02-22,,,7.21,19.0
3469,Violent J,"Wayne, Michigan, USA",male,,185.0,117.0,1990-01-01,2019-08-02,,2.87,47.0
10112,KY Wakamatsu,"Hakodate, Hokkaido, Japan",male,,181.0,105.0,1973-09-29,,,4.0,1.0
6788,Dutch Savage,"Scranton, Pennsylvania, USA",male,,195.0,120.0,1961-01-01,1981-01-01,,7.0,1.0
7420,Goldie Rogers,"Cobourg, Ontario, Canada",male,,178.0,91.0,1972-01-01,1992-01-01,,5.5,2.0
7586,Ernie Dusek,"Omaha, Nebraska, USA",male,,,,1926-08-23,,,,
743,Ricky Steamboat,"West Point, New York, USA",male,,178.0,107.0,1976-02-15,1994-01-01,,9.39,408.0
839,Bob Armstrong,"Marietta, Georgia, USA",male,,180.0,103.0,1962-01-01,,,5.61,31.0
12346,Joe Marcus,"Burlington, Ontario, Canada",male,,,102.0,,,,,
3297,Ricky Vega,"New York City, New York, USA",male,,178.0,118.0,2001-12-01,2008-01-01,,5.08,12.0
22286,Dora Sportio,Japan,male,,168.0,67.0,,,,,
17658,Sonya Deville,"New Jersey, USA",female,29.0,170.0,59.0,2015-12-03,,1,6.22,167.0
6350,Anibal,"Topilejo, Michoacan, Mexiko",male,,178.0,94.0,1963-11-01,,,,
16500,Dan The Dad,"St. Louis, Missouri, USA",male,30.0,185.0,91.0,2014-04-24,,,6.56,9.0
2006,Gory Guerrero,"Ray, Arizona, USA",male,,175.0,95.0,1937-09-15,,,8.95,21.0
190,Lex Lovett,"Ybor City, Florida, USA",male,,185.0,102.0,1998-01-01,,,4.0,1.0
8745,Anthony Henry,"Augusta, Georgia, USA",male,39.0,178.0,82.0,2002-01-01,,4,7.66,41.0
3794,Webster Dauphiney,"California, USA",male,,177.0,91.0,1996-01-01,2008-01-01,,,
1110,Alundra Blayze,"Mailand, Italien",female,,178.0,68.0,1984-01-01,2000-09-17,,7.64,140.0
21419,Bobby Flaco,"Newcon, Georgia, USA",male,,175.0,73.0,2017-03-30,,,,
2489,Sangre Chicana,"Paredon, Coahuila, Mexiko",male,71.0,176.0,96.0,1973-07-01,,,8.0,2.0
15854,Pegasus,"Mexico City, Distrito Federal, Mexiko",male,32.0,158.0,67.0,2006-12-17,,,,
7868,Quinson Valentino,"Chatham, New Brunswick, Canada",male,,190.0,107.0,1999-07-04,2008-09-30,,,
25753,Charlette Renegade,"Dayton, Ohio, USA",female,23.0,,,2020-01-01,,,,
20730,Lunatic Extreme,"Estado de Mexico, Mexiko",male,,,,,,,,
10984,Iron Boy,"Baja California, Mexiko",male,37.0,,,2000-10-10,,,,
419,Big Dick Dudley,"Suffolk, New Jersey, USA",male,,191.0,160.0,1986-01-01,2002-01-01,,4.07,29.0
22452,Sexy Sol,Mexiko,female,30.0,157.0,100.0,2008-01-01,,,3.0,1.0
15577,Logan Easton Laroux,"Reston, Virginia, USA",male,32.0,180.0,93.0,2010-01-23,,,5.07,14.0
21677,La Guerrera,"Distrito Federal, Mexiko",female,,,,,,78,5.0,1.0
9087,Aaron Solo,"San Francisco, California, USA",male,34.0,180.0,85.0,2009-10-01,,2287,5.46,80.0
8094,Mamba,"Nuevo Laredo, Tamaulipas, Mexiko",male,39.0,180.0,94.0,2005-01-02,,,8.0,1.0
25039,Doug Kinslow,"Louisville, Kentucky, USA",male,,,,1958-01-01,1978-01-01,,,
5386,Tyler Bate,"Netherton, Dudley, West Midlands, England, UK",male,26.0,170.0,79.0,2012-01-01,,1,8.95,322.0
6524,Jeff Sword,"Kentucky, USA",male,,178.0,136.0,1980-01-01,1994-01-01,,,
4020,Johnny Blast,"Charleston, West Virginia, USA",male,,183.0,110.0,1991-01-01,,,,
15965,OT Fernandez,"Puerto Rico, USA",male,,,,,,,,
1977,Hillbilly Festus,"Georgia, USA",male,,183.0,108.0,,1996-01-01,,,
15145,Gino Rivera,"Honolulu, Hawaii, USA",male,35.0,167.0,70.0,2009-01-17,,,2.0,1.0
16830,Julio Rodriguez,"Chicago, Illinois, USA",male,,,100.0,,,,,
860,Christopher Nowinski,"Arlington Heights, Illinois, USA",male,,196.0,120.0,2001-06-29,2004-05-24,,6.35,72.0
1910,Gino Hernandez,"Florida, USA",male,,185.0,108.0,1975-01-01,1986-02-02,,8.0,15.0
488,Gino Caruso,"Neapel, Kampanien, Italien",male,,185.0,107.0,1988-01-01,2007-05-19,,,
22850,Frank Mir,"Las Vegas, Nevada, USA",male,44.0,191.0,119.0,2019-04-04,,,,
21368,Jacy Jayne,"Clearwater Beach, Florida, USA",female,,,,2016-07-16,,1,5.7,50.0
12284,Alan West,"Minnesota, USA",male,,188.0,114.0,1986-01-01,1988-01-01,,,
9012,Bubba Monroe,"Tioga, Louisiana, USA",male,,183.0,103.0,1981-01-01,2000-01-01,,,
25205,Hunter Drake,"Woodville, Alabama, USA",male,22.0,,,2019-01-01,,,,
2945,Ricky Rice,"Edina, Minnesota, USA",male,,188.0,108.0,1986-01-01,2000-01-01,,,
22866,Mike Micas,"Evansville, Indiana, USA",male,35.0,185.0,112.0,2007-01-01,,,,
660,Kevin von Erich,"Belleville, Illinois, USA",male,,188.0,107.0,1976-08-10,1995-01-01,,7.47,36.0
4455,Candice LeRae,"Riverside, California, USA",female,37.0,157.0,51.0,2002-01-01,,1,8.1,284.0
5480,Yusuke Inokuma,Japan,male,,180.0,90.0,2002-04-28,,,,
24653,Slade,"New York, USA",male,,183.0,114.0,2017-01-01,,,6.0,13.0
737,Julius Smokes,"New York City, New York, USA",male,,178.0,95.0,1998-01-01,,,6.41,41.0
12328,Javier Cruz Jr.,"Guadalajara, Jalisco, Mexiko",male,,,,,,,,
1896,George South,"Charlotte, North Carolina, USA",male,60.0,188.0,107.0,1982-12-11,,,6.82,11.0
19350,Masaki Morihiro,"Amagasaki, Hyogo, Japan",male,30.0,163.0,75.0,2017-08-08,,117,,
5098,Kengo Takai,"Kameyama, Mie, Japan",male,45.0,175.0,100.0,1998-03-01,,2721,6.0,1.0
22243,Heather Reckless,"Denver, Colorado, USA",female,,145.0,,2019-01-01,,,8.0,1.0
11013,Johnny Ringo,"Richmond, Virginia, USA",male,,,,,,,,
11483,Xandra Bale,"Thornhill, Ontario, Canada",female,,160.0,50.0,2008-08-09,2019-02-02,,,
2143,Jake Crist,"New Carlisle, Ohio, USA",male,39.0,172.0,89.0,2003-01-01,,,5.82,57.0
19938,Larry Sampson,"Redlands, California, USA",male,,,,,,,,
18122,Faye Jackson,"Toledo, Ohio, USA",female,,162.0,,2016-02-06,,,5.08,12.0
6582,Eddie Watts,"Virden, Manitoba, Canada",male,,173.0,107.0,1986-02-01,,,,
25997,Brother Bhai,Pakistan,male,28.0,170.0,81.0,2022-08-16,,,7.0,1.0
3110,RJ Singh,"Hertford, Hertfordshire, England, UK",male,42.0,178.0,77.0,2001-11-10,,,6.5,6.0
12815,Russ Francis,"Seattle, Washington, USA",male,,198.0,100.0,1974-12-09,1987-05-02,,,
102,Jackie Gayda,"Strongsville, Ohio, USA",female,,173.0,60.0,2002-05-30,2006-01-01,,4.58,83.0
6710,Alex Colon,"Hammonton, New Jersey, USA",male,38.0,171.0,86.0,2007-09-01,,,7.44,52.0
7964,Relampago,"Guadalajara, Jalisco, Mexiko",male,43.0,165.0,85.0,2000-11-08,,78,,
26666,Kayla Rossi,"Boston, Massachusetts, USA",female,34.0,160.0,67.0,2021-08-31,,,8.0,1.0
17187,Captain Eagle,Japan,male,,160.0,80.0,,,,,
11836,Big O,"New York City, New York, USA",male,37.0,188.0,113.0,2012-02-18,,,6.17,6.0
14028,Will Ospreay,"Rainham, Essex, England, UK",male,30.0,185.0,100.0,2011-01-01,,7,9.13,831.0
2046,Al Galento,"New York City, New York, USA",male,,,,,,,,
16899,El Dragon,Mexiko,male,,180.0,75.0,2007-01-01,,,6.0,1.0
5464,Fang,"Richmond, Virginia, USA",male,,165.0,57.0,2007-01-01,2012-01-01,,,
11801,Masa Kitamiya,"Tonami, Toyama, Japan",male,34.0,172.0,103.0,2011-09-25,,8,7.74,76.0
24794,Toa Liona,"San Jose, California, USA",male,,194.0,137.0,,,4,6.6,10.0
3218,Tom Renesto,"Los Angeles, California, USA",male,,,,1956-01-01,1974-01-01,,,
11233,Greg Peterson,"Bonifay, Florida, USA",male,,180.0,110.0,,,,,
17512,Red Osborne,"Tulsa, Oklahoma, USA",male,,,,,,,,
23791,Lilith Grimm,"San Diego, California, USA",female,,,,,,,,
440,Stan Hansen,"Knox City, Texas, USA",male,,192.0,138.0,1973-01-01,2000-10-28,,9.3,228.0
1581,Taz El Feroz,"Tulancingo, Hidalgo, Mexiko",male,,,114.0,,,,10.0,1.0
11967,Kevin Bennett,"Buffalo, New York, USA",male,,,69.0,,,,6.78,9.0
18944,Gene Munny,"Milton Keynes, England, UK",male,33.0,,,,,,8.67,9.0
5493,Mini Mr. Aguila,"Tijuana, Baja California, Mexiko",male,41.0,160.0,68.0,2004-07-17,,,,
3634,Sensei,"Cuernavaca, Morelos, Mexiko",male,44.0,170.0,88.0,1995-06-01,,78,,
13278,Cheeseburger,"Trenton, New Jersey, USA",male,30.0,173.0,69.0,2012-05-04,,,5.42,69.0
19376,Dalton Drellich,"Hollywood, Florida, USA",male,,196.0,120.0,,2017-01-01,,,
378,Tully Blanchard,"Calgary, Alberta, Canada",male,,180.0,109.0,1975-01-01,2007-01-01,,8.19,121.0
10237,Karl Shotz,"Vancouver, British Columbia, Canada",male,,190.0,118.0,1966-01-01,1983-01-01,,,
