wrestler_id,name,birthplace,gender,age,height,weight,career_start,career_end,promotion,rating,votes
2236,Sir Mo,"Monroe, North Carolina, USA",male,56.0,183.0,129.0,1991-01-01,,,2.26,80.0
20102,Tome Filip,"Melbourne, Victoria, Australia",male,,,,2014-01-01,,,,
10477,Yoshiko,"Katsushika, Tokyo, Japan",female,29.0,160.0,75.0,2011-01-23,,1763,5.93,61.0
613,Buff Bagwell,"Marietta, Georgia, USA",male,53.0,178.0,112.0,1990-01-01,,,4.38,235.0
5600,Cerebro Negro,"Mexico City, Distrito Federal, Mexiko",male,49.0,170.0,82.0,1991-05-30,,,,
12848,Thomas Dubois,"Sainte-Hyacinthe, Quebec, Canada",male,,188.0,111.0,2009-01-01,,,6.5,2.0
17563,Starlight Kid,Japan,female,21.0,150.0,45.0,2015-10-11,,745,8.84,160.0
2931,Bobby Whitlock,"Hickman, Kentucky, USA",male,,185.0,110.0,1964-01-01,,,,
23987,Charro Negro,"Juarez, Nuevo Leon, Mexiko",male,,176.0,81.0,2019-06-28,,,,
20862,Slam Shady,"Dallas, Texas, USA",male,,183.0,114.0,1997-01-01,,,,
1392,Bill Miller,"Fremont, Ohio, USA",male,,198.0,132.0,1951-04-01,1976-01-01,,8.0,1.0
5335,El Canek Jr.,"Tabasco, Mexiko",male,41.0,183.0,95.0,2004-12-11,,,6.0,2.0
20486,Yoshiki Inamura,"Otawara, Tochigi, Japan",male,30.0,182.0,120.0,2018-09-02,,8,7.81,48.0
15916,Kaniala,"Honolulu, Hawaii, USA",male,46.0,175.0,114.0,,,,,
1898,Beau Beverly,"Minneapolis, Minnesota, USA",male,,193.0,111.0,1986-01-01,1999-01-01,,5.22,46.0
13777,Taipan,"Malabar, New South Wales, Australia",male,,195.0,120.0,2007-01-01,2016-06-30,,6.0,1.0
23380,Toi Kojima,"Saitama, Japan",male,23.0,177.0,80.0,2020-12-27,,118,7.26,19.0
19088,Lex Lee,"Ringgold, Georgia, USA",male,29.0,,,,,,,
20639,Christina Marie,"Albany, New York, USA",female,,,60.0,2016-07-09,,,4.5,2.0
11869,Toro Irisson,"Estado de Mexico, Mexiko",male,,,,,,,,
2226,Marco Cordova,"Illinois, USA",male,,,,,,,5.0,1.0
3103,Adam Knight,"Jerusalem, Israel",male,46.0,196.0,134.0,1995-09-01,,,7.5,6.0
2727,Jon Bolen,"Uniontown, Pennsylvania, USA",male,,180.0,105.0,2004-10-16,,,3.0,3.0
10036,Tony Nero,USA,male,,,,,,,,
12677,Leah Von Dutch,"London, Ontario, Canada",female,,168.0,63.0,2011-09-10,2019-01-01,,7.07,14.0
4359,Marcus Kool,"Walsall, England, UK",male,35.0,178.0,85.0,2003-01-25,,,6.0,1.0
20684,Logan Lynch,"Wisconsin, USA",male,,,,2015-01-01,,,,
7047,Brad Maddox,"Tega Cay, South Carolina, USA",male,,183.0,93.0,2008-04-02,2016-01-01,,6.07,59.0
10507,"Buck Gunderson, Chat D'Kroger","Scarborough, Ontario, Canada",male,,175.0,75.0,2009-04-17,,,3.67,3.0
5880,Jake Milliman,"Milwaukee, Wisconsin, USA",male,,167.0,112.0,1981-01-01,,,4.0,1.0
19808,Leo Onozaki,"Tokyo, Japan",female,,155.0,52.0,2018-03-25,2020-02-16,,5.75,4.0
20350,Joseline Navarro,Dominikanische Republik,female,,158.0,64.0,2016-01-01,,,10.0,1.0
1321,Luna Vachon,"Atlanta, Georgia, USA",female,,170.0,71.0,1985-01-01,2007-12-07,,5.83,120.0
19134,Terrale Tempo,"Levelland, Texas, USA",male,31.0,180.0,95.0,,,,5.0,1.0
20636,Johnny War Eagle,"Montreal, Quebec, Canada",male,,,100.0,,,,,
9407,Shadow,USA,male,,175.0,98.0,1990-01-01,,,,
4489,Americo Rocca,"Teocuitatlan de Corona, Jalisco, Mexiko",male,,170.0,89.0,1975-01-15,,,,
7447,Kotetsu Yamamoto,"Yokohama, Kanagawa, Japan",male,,170.0,100.0,1963-07-19,1980-04-04,,8.75,8.0
10655,Randy Barber,"Georgia, USA",male,,,129.0,,,,3.0,1.0
12447,Yasu Kubota,"Tokai, Aichi, Japan",male,49.0,176.0,95.0,2007-09-30,,13,6.0,1.0
27180,Haru Kazashiro,"Tokyo, Japan",female,15.0,158.0,,2023-03-03,,1467,,
8683,Little Kato,USA,male,,135.0,50.0,1987-01-01,,,,
20432,Mina Shirakawa,"Tokyo, Japan",female,35.0,157.0,54.0,2018-08-05,,,7.62,99.0
9155,Pepe Prado,"Florida, USA",male,,175.0,94.0,,2017-01-01,,,
5244,Brodie Lee,"Rochester, New York, USA",male,,201.0,125.0,2003-10-07,2020-12-26,,8.32,595.0
13934,JoJo,"Toluca Lake, Los Angeles, California, USA",female,29.0,157.0,,2013-06-26,,,5.72,50.0
3283,Joe Tomasso,"Montreal, Quebec, Canada",male,,,,,1976-01-01,,,
21309,Gabby Ortiz,"Philadelphia, Pennsylvania, USA",female,,152.0,,2016-12-16,,,,
23777,Ayoka Muhara,"Los Angeles, California, USA",female,,163.0,75.0,2016-08-13,,,,
11423,Lil Nasty Boy,USA,male,,127.0,52.0,,,,,
3748,Daniel Mishima,"Sapporo, Hokkaido, Japan",male,,180.0,85.0,2000-11-10,2007-03-26,,,
5619,Ryuji Yamaguchi,"Tottori, Japan",male,,183.0,107.0,2007-09-01,2008-04-15,,6.0,1.0
24417,Evelyn Carter,"Terrell, Texas, USA",female,,,,2019-03-01,,,8.0,1.0
17410,Jim White,"Rogersville, Tennessee, USA",male,,,,,,,,
617,Grim Reefer,"Ozone Park, New York, USA",male,,178.0,81.0,1999-01-01,,,4.56,18.0
2488,Thunderbolt Patterson,"Waterloo, Iowa, USA",male,,184.0,110.0,1964-01-01,1994-01-01,,8.0,2.0
12612,Canibal,"Oaxaca, Mexiko",male,,167.0,82.0,1998-01-01,2009-01-01,,,
9974,AJ Istria,"Brisbane, Queensland, Australia",male,35.0,183.0,88.0,2007-01-01,,,,
4000,Marcus Louis,"Bordeaux, Frankreich",male,,194.0,111.0,2005-12-17,,,4.45,29.0
16797,Johnny Zenda,"Dunsmuir, California, USA",male,,,,,,,,
1156,Silas Young,"Appleton, Wisconsin, USA",male,42.0,180.0,100.0,2002-03-02,,,7.42,112.0
16209,Thunder Rosa,"Tijuana, Baja California, Mexiko",female,37.0,161.0,54.0,2014-10-01,,2287,7.47,241.0
7920,Rusty Riddle,"Tampa, Florida, USA",male,,,,,,,,
3087,Johnny Boone,"Miami, Florida, USA",male,,,,,,,,
15833,Maya Yukihi,"Chiba, Japan",female,,164.0,57.0,2014-11-24,,,9.1,51.0
24753,Ilusion,Japan,male,20.0,,,2021-08-21,,118,,
9768,Ed Scanlon,"South River, New Jersey, USA",male,,,,2007-12-01,,,,
25893,Muerte Infernal,"Texas, USA",male,23.0,178.0,89.0,2017-10-13,,,,
18879,Larry D,"Georgetown, Kentucky, USA",male,39.0,183.0,151.0,2002-03-21,,,6.0,2.0
18098,Saxon Huxley,"London, England, UK",male,35.0,190.0,100.0,2009-01-01,,,4.62,34.0
4380,Ricky Shane,"Herndon, West Virginia, USA",male,,173.0,109.0,2006-01-01,,,,
17461,Bob Corby,USA,male,,,100.0,,,,,
11729,Johnny Armani,"Long Island, New York, USA",male,,183.0,102.0,2008-01-01,,,,
21211,Xyon Quinn,"Brisbane, Queensland, Australia",male,33.0,188.0,112.0,2018-11-29,,1,5.21,19.0
7688,Kato Kung Lee Jr.,Mexiko,male,,,,,,,,
457,Jason Justice,"Greenville, South Carolina, USA",male,,185.0,125.0,1997-01-01,,,,
901,Godfather,"Las Vegas, Nevada, USA",male,63.0,196.0,137.0,1989-09-16,,,6.21,198.0
14769,Ace Perry,"Indianapolis, Indiana, USA",male,,175.0,85.0,2012-01-01,,,8.0,1.0
5962,Miss Mongol,"Sapporo, Hokkaido, Japan",female,46.0,155.0,70.0,1995-10-25,,,,
12887,Dale Patricks,"Indianapolis, Indiana, USA",male,31.0,185.0,85.0,2011-12-01,,,7.2,5.0
3681,El Texano Jr.,"Mexico City, Distrito Federal, Mexiko",male,38.0,174.0,100.0,1999-02-24,,,7.13,53.0
4109,Sharlie Rockstar,"Torreon, Coahuila, Mexiko",male,48.0,175.0,82.0,1990-10-01,,,6.44,9.0
20551,Fury,"Atlanta, Georgia, USA",female,,,68.0,2017-02-11,,362,,
24673,Blake Banks,"Orlando, Florida, USA",male,,,73.0,,,,,
1450,Billy Black,"Amarillo, Texas, USA",male,,185.0,105.0,1990-01-01,,,5.0,1.0
4134,Buddy Valentine,"London, Kentucky, USA",male,,,137.0,1976-01-01,,,,
11427,Mike Shelton,"Nashville, Tennessee, USA",male,,,104.0,,,,,
13353,MDK,"Orlando, Florida,USA",male,,,97.0,,,,,
5203,Yuichi Taniguchi,"Ayase, Kanagawa, Japan",male,44.0,178.0,90.0,1994-10-25,,117,3.75,8.0
20128,Sofia Castillo,"San Jose, Costa Rica",female,24.0,,,2017-08-06,,,,
2039,Kit Carson,"West Dundee, Illinois, USA",male,63.0,180.0,103.0,1987-01-01,,,,
3392,Skull Murphy,"Hamilton, Ontario, Canada",male,,,,1952-01-01,1970-03-23,,4.0,1.0
16083,James Castle,"Camden, London, England, UK",male,35.0,,,,,,6.0,3.0
19587,Manami,"Hannan, Osaka, Japan",female,18.0,160.0,57.0,2017-07-15,,154,6.0,2.0
3732,Super Shisa,"Naha, Okinawa, Japan",male,53.0,169.0,77.0,1996-06-30,,96,6.35,23.0
4674,Rey Tigre,"Cancun, Quintana Roo, Mexiko",male,37.0,185.0,100.0,2005-01-01,,,,
2736,Mistico,"Mexico City, Distrito Federal, Mexiko",male,40.0,170.0,79.0,1998-04-30,,78,7.64,284.0
10645,Buddy Lane,"White Rock, British Columbia, Canada",male,,178.0,104.0,,,,,
4751,Pimpinela Escarlata,"Torreon, Coahuila, Mexiko",male,54.0,175.0,87.0,1988-06-15,,,3.55,47.0
20459,Mizuki,"Toyota, Aichi, Japan",female,29.0,151.0,,2014-08-17,,,,
8187,Musketeer,"Stamford, Connecticut, USA",male,,183.0,102.0,1995-01-01,,,4.0,1.0
7931,Mini Ozz,"Mexico City, Distrito Federal, Mexiko",male,53.0,159.0,68.0,,,,,
3613,Griz,"Missouri, USA",male,,183.0,100.0,,,,,
8066,David Floridia,"Atlanta, Georgia, USA",male,,178.0,,,,,,
26961,Diego Hill,"Virginia Beach, Virginia, USA",male,,183.0,85.0,,,,7.0,1.0
6653,Kenoh,"Tokushima, Japan",male,38.0,174.0,95.0,2008-03-02,,8,9.16,142.0
20349,Jessamyn Duke,"Whitesbury, Kentucky, USA",female,37.0,180.0,61.0,2018-08-25,,,4.57,7.0
15141,Sandy Parker,"Vancouver, British Columbia, Canada",female,,156.0,,1969-01-01,1986-01-01,,8.0,1.0
5882,Sonny Blaze,"Central Islip, New York, USA",male,,178.0,106.0,1987-01-01,,,,
363,MAZADA,"Fukui, Japan",male,48.0,172.0,87.0,1996-10-05,,1393,6.42,19.0
657,Shiro Koshinaka,"Tokyo, Japan",male,64.0,185.0,105.0,1979-03-05,,,7.76,37.0
916,David Sammartino,"Pittsburgh, Pennsylvania, USA",male,,173.0,112.0,1980-01-01,2010-01-01,,2.64,42.0
6125,Shane Chung,"Ocala, Florida, USA",male,40.0,180.0,94.0,2001-01-01,,,,
10288,Flash Morgan Webster,"Abertillery, Wales, UK",male,33.0,173.0,71.0,2009-11-27,,5,7.45,83.0
25799,Kaitland Alexis,"Bristol, Tennessee, USA",female,25.0,157.0,,2021-04-01,,,,
4452,Dee Dee Dakoda,"Fort Knox, Kentucky, USA",female,,175.0,62.0,1998-01-01,,,,
15267,Dani Mo,"Bethel Park, Pennsylvania, USA",female,,,,2019-10-25,,,7.0,2.0
15467,Clay Drasher,"Hazleton, Pennsylvania, USA",male,30.0,,73.0,,,,,
14369,Ryan Davidson,"Houston, Texas, USA",male,38.0,,110.0,,,,7.5,2.0
19360,Colton Cage,"Indianapolis, Indiana, USA",male,,,101.0,,,,,
7025,Courtney Rush,"Winnipeg, Manitoba, Canada",female,39.0,170.0,68.0,2008-01-30,,5,8.6,93.0
2910,Ben Sharpe,"Hamilton, Ontario, Canada",male,,197.0,112.0,1946-02-26,1962-01-01,,,
14211,Karate Brahman,"Kanazawa, Ishikawa, Japan",male,52.0,163.0,85.0,2008-08-17,,,,
5182,Ted McNaler,"Louisville, Kentucky, USA",male,,180.0,82.0,2004-01-01,,,4.0,3.0
19569,Anaya,"Los Angeles, California, USA",male,,188.0,114.0,,,,,
2328,Tim Flowers,"Rochester, New York, USA",male,63.0,183.0,110.0,1980-01-01,,,,
531,Dean Malenko,"Irvington, New Jersey, USA",male,62.0,172.0,98.0,1979-01-01,2001-12-11,2287,8.59,404.0
15788,Kazumi Kikuta,"Hiranai, Aomori, Japan",male,37.0,180.0,90.0,2015-04-30,,117,6.56,9.0
21995,Lisa Lace,"San Francisco, California, USA",female,,165.0,68.0,,,,,
10996,Cedric The Hitman,"California, USA",male,,,94.0,,,,,
18851,Carlos Romo,"Cadiz, Andalusien, Spanien",male,,183.0,85.0,2014-10-25,,,8.24,17.0
10728,Shazam,Mexiko,male,,,,,,,,
1559,Gypsy Joe,"Villalba, Puerto Rico, USA",male,,176.0,102.0,1952-01-01,2011-01-07,,6.0,12.0
15127,Rey Samuray,"Puebla, Mexiko",male,27.0,,,,,,,
2624,Ryback,"Las Vegas, Nevada, USA",male,41.0,185.0,125.0,2004-01-01,,,5.0,481.0
23,Abdullah The Butcher,"Windsor, Ontario, Canada",male,,186.0,150.0,1958-01-01,2010-10-09,,5.51,162.0
12425,Payasito Negro,Mexiko,male,,,,1990-01-01,,,,
4397,Kenny Arden,"Sweetwater, Tennessee, USA",male,,,,,,,,
6871,El Rayo Tapatio I,"Ciudad Nezahualcoyotl, Estado de Mexico, Mexiko",male,55.0,175.0,88.0,1983-02-18,,,,
15514,Alex Ohlson,"Justice, Illinois, USA",male,32.0,,,2010-01-01,,,,
1531,Spellbinder,"New York City, New York, USA",male,,194.0,124.0,1992-01-01,,,2.74,27.0
10436,Woody Lee,"Lima, Ohio, USA",male,,185.0,120.0,1979-01-01,,,,
5111,Hiroyo Matsumoto,"Hiratsuka, Kanagawa, Japan",female,37.0,167.0,70.0,2006-07-16,,,8.71,77.0
9027,Nicoli Volkoff,USA,male,,182.0,104.0,,,,,
9786,Tony Burton,"Nashville, Tennessee, USA",male,,,113.0,,,,,
3497,PAC,"Newcastle upon Tyne, Tyne and Wear, England, UK",male,36.0,172.0,88.0,2004-01-01,,2287,8.82,828.0
11862,Sean Regan,"Northern Ireland, UK",male,,188.0,115.0,,,,,
18236,Naomi Yoshimura,"Osaka, Japan",male,28.0,180.0,125.0,2016-12-04,,118,7.52,33.0
4803,Command Bolshoi,"Osaka, Japan",female,,148.0,45.0,1991-11-25,2019-04-21,1999,9.04,23.0
14386,Sam Hane,"South Webster, Ohio, USA",male,,196.0,145.0,2004-01-01,2014-01-01,,,
3385,Dakota,"Richardton, North Dakota, USA",male,45.0,183.0,98.0,1999-02-07,,,,
2250,Seth Rollins,"Buffalo, Iowa, USA",male,37.0,187.0,98.0,2004-01-01,,1,8.81,1186.0
23095,Madoka Kikuta,"Kanazawa, Ishikawa, Japan",male,23.0,180.0,95.0,2020-06-06,,96,7.44,18.0
19047,Tracer X,"Asheville, North Carolina, USA",male,31.0,177.0,75.0,,,,9.0,1.0
21493,Noriyuki Yoshida,"Sapporo, Hokkaido, Japan",male,37.0,185.0,93.0,2006-12-03,,,,
1929,Bob Ellis,"Tom Green County, Texas, USA",male,,188.0,112.0,1957-01-01,1980-01-01,,8.5,2.0
2709,Paul Beswick,"Stoke, England, UK",male,,180.0,100.0,1998-01-01,,,3.0,2.0
6922,Lucky Cannon,"New Iberia, Louisiana, USA",male,,198.0,116.0,2008-01-01,2011-01-01,,4.53,30.0
10370,Dragon de Oriente I,"Queretaro, Mexiko",male,,,,1983-10-15,,,,
8063,Dawn Marie,"Newington, Connecticut, USA",female,,,68.0,1983-01-01,,,,
25075,Jacey Love,"Tampa, Florida, USA",female,20.0,152.0,54.0,2021-10-02,,,,
18531,Erika Reid,"Penrith, New South Wales, Australia",female,,166.0,,2016-01-01,,,6.0,2.0
8576,Furia Guerrera,Mexiko,male,,,,,2009-08-11,,,
24254,Deonte Marshall,"Glendale, Arizona, USA",male,,,,,,,,
9621,Dinastia,"Tulancingo, Hidalgo, Mexiko",male,29.0,151.0,60.0,2005-01-01,,,8.0,3.0
5661,Karl Von Schober,"Duluth, Minnesota, USA",male,,,,,,,,
4150,Masanobu Kurisu,"Kimotsuki, Kagoshima, Japan",male,76.0,175.0,100.0,1972-09-26,,,8.71,7.0
3489,Mike Marcello,"Woonsocket, Rhode Island, USA",male,,,,,2000-01-01,,,
12989,Trey Miguel,"Toledo, Ohio, USA",male,28.0,175.0,78.0,2009-08-01,,5,7.82,66.0
18302,Blair Davenport,"Harrogate, North Yorkshire, England, UK",female,27.0,170.0,64.0,2012-12-21,,1,6.25,173.0
2528,Martin Stone,"London, England, UK",male,41.0,183.0,86.0,2002-01-01,,,7.61,142.0
24396,Tonalli,"Mexico City, Distrito Federal, Mexiko",male,25.0,173.0,82.0,,,,7.67,3.0
9089,Bayley,"Newark, California, USA",female,34.0,170.0,54.0,2008-09-19,,1,8.26,619.0
20960,Lyra Valkyria,"Dublin, Ireland",female,26.0,,,2015-01-01,,1,8.2,46.0
15588,Robby Parliament,"New York City, New York, USA",male,,,,,,,,
6228,Matt Griffin,"Westborough, Massachusetts, USA",male,45.0,183.0,95.0,1999-01-01,,,,
1083,Tony Atlas,"Roanoke, Virginia, USA",male,69.0,185.0,119.0,1974-01-01,,,5.64,77.0
4300,Bear Fukuda,"Tokyo, Japan",male,41.0,180.0,120.0,2003-02-22,,783,4.67,9.0
4084,Mineo Fujita,"Saitama, Japan",male,43.0,178.0,80.0,2002-11-10,,,5.0,3.0
24354,Brock Anderson,"Charlotte, North Carolina, USA",male,26.0,183.0,95.0,2021-06-06,,2287,3.91,34.0
16653,Drew Parker,"Connah's Quay, Flintshire, Wales, UK",male,25.0,174.0,75.0,2012-07-11,,,8.27,45.0
786,Bruiser Brody,"Uniontown, Pennsylvania, USA",male,,201.0,128.0,1973-01-01,1988-07-01,,8.1,103.0
25512,J Boujii,"New York City, New York, USA",male,26.0,173.0,81.0,2021-04-17,,,9.0,1.0
22365,Shawn Dean,"Chicago, Illinois, USA",male,,,88.0,2017-01-01,,2287,5.0,35.0
3185,Cabana Man Dan,"Gadsden, Alabama, USA",male,38.0,162.0,66.0,2001-10-01,,,5.44,9.0
3248,Buddy Fuller,"Sallisaw, Oklahoma, USA",male,,181.0,103.0,,,,,
25777,Logan Paul,"Westlake, Ohio, USA",male,28.0,188.0,,2022-04-02,,1,7.15,143.0
156,Honky Tonk Man,"Memphis, Tennessee, USA",male,,185.0,109.0,1977-01-01,2019-01-01,,6.12,182.0
4960,Mini Rey Misterio,"Martinez de la Torre, Veracruz, Mexiko",male,51.0,147.0,62.0,1995-01-01,,122,8.0,3.0
1312,Kaoru Ito,"Kyoto, Japan",female,51.0,160.0,108.0,1989-10-08,,,7.43,14.0
410,Rhino,"Dearborn, Michigan, USA",male,47.0,177.0,134.0,1995-03-10,,5,7.08,462.0
17146,Xia Brookside,"Leicester, Leicestershire, England, UK",female,24.0,160.0,50.0,2015-05-16,,,4.95,56.0
3789,Angel Armani,"Wisconsin, USA",male,,178.0,100.0,,,,,
1379,Matt Catalano,"Nashville, Tennessee, USA",male,,183.0,101.0,,,,,
8381,Silver Shadow,"Dallas, Texas, USA",male,,194.0,118.0,1984-01-01,1996-01-01,,,
22898,Beast Mode,"Fajardo, Puerto Rico, USA",male,38.0,224.0,134.0,,,,,
12389,Jack Ford,"Metairie, Louisiana, USA",male,,,,,,,,
16942,Gino Gambino,"Melbourne, Victoria, Australia",male,36.0,182.0,129.0,2005-01-01,,,7.33,6.0
7695,Matt Sells,"Athens, Georgia, USA",male,36.0,185.0,92.0,2003-10-31,,,3.0,1.0
16914,George Gatton,"Syracuse, New York, USA",male,,,,2014-01-01,,,8.0,1.0
7875,Jesse Neal,"Orlando, Florida, USA",male,43.0,183.0,100.0,2008-01-01,,,3.62,45.0
8657,El Sanguinario,"Monterrey, Nuevo Leon, Mexiko",male,,,,1986-03-26,2002-09-08,,,
9972,Otto von Heller,Canada,male,,,,,,,6.0,1.0
21761,Retro,Mexiko,male,50.0,186.0,104.0,,,78,3.0,1.0
12898,Erin,"Shizuoka, Japan",female,,160.0,50.0,2012-12-31,2016-05-28,,,
4930,Pierko El Boricua,Dominikanische Republik,male,58.0,175.0,82.0,1981-01-01,,,,
12137,Mictlan Mx,"Mexico City, Distrito Federal, Mexiko",male,28.0,174.0,85.0,,,,,
8693,Frank Scarpa,"Boston, Massachusetts, USA",male,,183.0,114.0,,1969-01-25,,,
2706,Queen Maya,"Lodi, Italien",female,43.0,190.0,80.0,2006-06-24,,,7.67,6.0
8562,Ryo Mizunami,"Nagoya, Aichi, Japan",female,35.0,160.0,67.0,2004-11-03,,,8.63,64.0
3459,Leroy Kincaide,"London, England, UK",male,,178.0,100.0,2001-03-25,,,6.5,6.0
133,Lodi,"Asheboro, North Carolina, USA",male,52.0,178.0,100.0,1997-01-01,,,2.7,67.0
24418,Hollywood Ocho,"Hollywood, California, USA",male,,180.0,89.0,,,,,
8445,Toni Rose,"Terre Haute, Indiana, USA",female,,155.0,55.0,1964-01-01,,,,
4420,Jeff Bradley,"San Antonio, Texas, USA",male,,193.0,123.0,1993-01-01,,,6.54,13.0
20008,Yu Iizuka,"Tokyo, Japan",male,26.0,170.0,75.0,2016-07-21,,2965,7.17,12.0
3473,Shuhei Taniguchi,"Kurayoshi, Tottori, Japan",male,46.0,182.0,105.0,2005-12-24,,8,6.17,63.0
321,David Flair,"Hennepin, Minnesota, USA",male,,185.0,93.0,1999-01-17,2009-01-01,,2.02,150.0
22538,Jim Oliver,"Mallorca, Spanien",male,,,,,,,,
4041,Virus,"Mexico City, Distrito Federal, Mexiko",male,54.0,165.0,79.0,1986-04-20,,78,9.43,28.0
1844,James Curtis,"Memphis, Tennessee, USA",male,,188.0,108.0,2001-12-15,2008-12-14,,3.35,48.0
5052,Daio QUALLT,"Takamatsu, Kagawa, Japan",male,,175.0,90.0,1997-07-19,2005-04-24,,,
3398,Dick Justice,"Rochester, New York, USA",male,33.0,178.0,158.0,2008-01-01,,,5.11,9.0
2099,Dylan Kage,"Pembroke, North Carolina, USA",male,,183.0,91.0,,2011-01-01,,,
12811,Juan Francisco de Coronado,"New York City, New York, USA",male,,169.0,78.0,2008-06-21,2020-01-01,,7.75,12.0
23400,Kaia McKenna,"Ocean City, Maryland, USA",female,,175.0,75.0,2020-07-24,,,,
5114,Yuki Miyazaki,"Anjo, Aichi, Japan",female,44.0,162.0,85.0,1995-01-08,,326,8.0,4.0
6345,Mike Samples,"Indianapolis, Indiana, USA",male,,188.0,123.0,1990-01-01,,,,
17300,Damian Drake,"Las Vegas, Nevada, USA",male,,183.0,70.0,2014-01-01,,,,
22576,Zimba Khan,"Hamilton, Ontario, Canada",male,,184.0,115.0,,,,,
15549,Jose Quintero,USA,male,,,112.0,,,,,
5457,Paul Christy,"Chicago, Illinois, USA",male,,178.0,104.0,1959-01-01,1990-01-01,,7.0,2.0
25635,Brooklyn Barlow,"Saint George, Utah, USA",female,,,,2022-03-08,,1,5.27,11.0
23200,Chase Oliver,"Cleveland, Ohio, USA",male,27.0,,,2017-01-01,,,,
1927,Bruce Prichard,"El Paso, Texas, USA",male,60.0,183.0,113.0,,,1,4.75,84.0
18839,Nacho Barrera,"Chicago, Illinois, USA",male,,,115.0,,,,,
18424,Rohan Raja,"Crawley, West Sussex, England, UK",male,31.0,183.0,91.0,2015-08-20,,,6.33,3.0
18284,Wes Lee,"Dayton, Ohio, USA",male,28.0,175.0,86.0,2011-01-01,,1,8.15,100.0
641,Chyna,"Londonderry, New Hampshire, USA",female,,175.0,91.0,1995-01-01,2002-01-01,,5.93,271.0
21423,Sayaka,Japan,female,31.0,,,2019-08-28,,2143,7.0,4.0
13062,Chance Auren,"Poughkeepsie, New York, USA",male,,188.0,98.0,2011-01-01,,,,
7390,LA Stephens,"Salisbury, North Carolina, USA",male,,183.0,102.0,1986-01-01,,,,
9105,Tony Givens,"Kingsport, Tennessee, USA",male,,183.0,89.0,2000-01-01,2019-01-01,,,
2363,Col. Corruption,"Milwaukee, Wisconsin, USA",male,,190.0,141.0,1992-06-01,,,,
25206,Hurricane Hunt,"Pittsburgh, Pennsylvania, USA",male,,,,,1972-01-01,,,
158,Ian Rotten,"Louisville, Kentucky, USA",male,,175.0,127.0,1990-08-10,2022-06-14,,4.67,143.0
9419,Jack Hurley,"Dover, New Hampshire, USA",male,,190.0,100.0,,,,,
15605,Billy Brash,"Columbia, South Carolina, USA",male,,194.0,102.0,2012-04-21,,,,
22601,Eduardo Castillo,"Malaga, Andalusien, Spanien",male,,,,,,,,
8678,El Giro,Mexiko,male,56.0,,,1992-06-01,,,,
3226,Rhaka Khan,"Champaign, Illinois, USA",female,,183.0,,2005-09-01,,,2.31,51.0
4394,Bandit,"Salem, Virginia, USA",male,,180.0,,,,,,
6013,Sean Royal,"Tampa, Florida, USA",male,,,,1986-01-01,2002-01-01,,,
9605,El Mago,"Pachuca, Hidalgo, Mexiko",male,31.0,152.0,54.0,,,,6.0,1.0
25036,Kiana James,"Sioux City, Iowa, USA",female,,,,2021-09-11,,1,6.42,24.0
6025,Guero Loco,"Guadalajara, Jalisco, Mexiko",male,48.0,180.0,85.0,1992-03-17,,,,
8560,GREAT MUTA,"Georgia, USA",male,,183.0,110.0,,,,,
26802,Yoshiki Kato,"Mizunami, Gifu, Japan",male,26.0,183.0,90.0,2022-12-06,,96,,
6265,Junji Tanaka,"Fukuoka, Japan",male,51.0,174.0,87.0,1998-02-07,,676,,
5894,Roger Kirby,"Dunkirk, Indiana, USA",male,,178.0,110.0,1960-01-01,1986-01-01,,,
1369,CIMA,"Sakai, Osaka, Japan",male,45.0,174.0,82.0,1997-05-11,,2965,9.16,224.0
16043,Eric Chapel,"Preston, Maryland, USA",male,,178.0,91.0,2004-11-01,2019-01-01,,8.0,3.0
15525,Krusher Karlsson,Schweden,male,,193.0,118.0,,,,,
10971,Maligna,"Saltillo, Coahuila, Mexiko",female,29.0,175.0,63.0,2010-01-14,,78,,
3891,Izanagi,"Takatsuki, Osaka, Japan",male,47.0,175.0,85.0,2001-05-19,,81,6.36,33.0
12030,Clyde Steeves,"Somerville, Massachusetts, USA",male,,188.0,104.0,,,,,
6579,Pinkie Sanchez,"New York City, New York, USA",male,,180.0,77.0,2004-05-01,2021-01-01,,6.49,37.0
11091,Erik Hammer,USA,male,43.0,197.0,137.0,2008-04-12,,,,
2113,Mary Apache,"Mexico City, Distrito Federal, Mexiko",female,44.0,160.0,70.0,1996-01-01,,122,7.13,15.0
20470,Momoka Hanazono,"Osaka, Japan",female,23.0,148.0,50.0,2018-10-28,,,7.76,17.0
8369,Scott Sexton,"Owensboro, Kentucky, USA",male,,,,,,,,
7289,El Inquisidor,"Guadalajara, Jalisco, Mexiko",male,,,,,,,,
3902,Lawrence Tyler,"Putnam Valley, New York, USA",male,45.0,178.0,102.0,2002-01-01,,,,
4964,La Sirenita,"Matamoros, Tamaulipas, Mexiko",female,61.0,160.0,62.0,1976-09-09,,,,
16754,Siren The Voodoo Doll,"Jonesboro, Arkansas, USA",female,35.0,168.0,55.0,2012-01-01,,362,,
7743,Mocho Cota Jr.,"Nuevo Leon, Mexiko",male,46.0,,,,,,,
7361,Verne Siebert,"Victoria, British Columbia, Canada",male,65.0,183.0,104.0,1982-01-01,,,6.0,1.0
