id,username,handle,date,text,replies,retweets,likes,bookmarks,views
1685789131991842816,WWE,@WWE,2023-07-30T23:07:04.000Z,"""But at the end of the day, The Judgment Day, we always have a plan.""
@RheaRipley_WWE
 is confident in her Dom Dom tonight at #NXTGAB...",61,431,2817,86,218925
1685787973046906880,WWE,@WWE,2023-07-30T23:02:27.000Z,"EXCLUSIVE: 
@AndreChaseWWE
, 
@sixftfiiiiive
 and ALL of #ChaseU are fired up for 
@theahail_wwe
 tonight at #NXTGAB ",17,182,920,14,120110
1685787778297057280,WWE,@WWE,2023-07-30T23:01:41.000Z,"The #NXTGAB Kickoff Show begins RIGHT NOW!

: https://pck.tv/3OgUbv0 
: http://WWENetwork.com",14,143,627,5,113219
1685783886062653440,WWE,@WWE,2023-07-30T22:46:13.000Z,"""The American Nightmare"" 
@CodyRhodes
 gets us ready for what will be a memorable night at #NXTGAB.",25,332,1553,29,141027
1685782341619224576,WWE NXT,@WWENXT,2023-07-30T22:40:05.000Z,#NXTGAB predictions ,67,90,446,5,102307
1685779336723378176,Triple H,@TripleH,2023-07-30T22:28:08.000Z,"4 Championships on the line, the in-ring debut of Olympic Gold Medalist 
@GableSteveson
, and A LOT more…

#NXTGAB streams live on 
@peacock
 TONIGHT at 8e/5p. #WeAreNXT #WWENXT",59,314,2283,12,356795
1685773515763441665,WWE,@WWE,2023-07-30T22:05:00.000Z,"Melo Don't Miss
@Carmelo_WWE
 faces arguably his toughest test yet as #WWENXT Champion when he goes toe to toe with 
@UNBESIEGBAR_ZAR
 TONIGHT at #NXTGAB.",15,136,693,4,105676
1685770612176818177,WWE,@WWE,2023-07-30T21:53:28.000Z,"Get ready for #NXTGAB with the #WWENXT Great American Bash Kickoff!

: https://pck.tv/3OgUbv0 
: http://WWENetwork.com",21,168,783,7,229441
1685764707855028224,WWE,@WWE,2023-07-30T21:30:01.000Z,"A culmination of months filled with trials and tribulations, questions of loyalty, and a family looking for revenge. 
@TonyDangeloWWE
 & 
@Channing_WWE
 battle #Gallus for the #WWENXT Tag Team Titles TONIGHT at #NXTGAB.",17,129,623,6,109753
1685757154848878592,WWE,@WWE,2023-07-30T21:00:00.000Z,"This one will be special. 
@Carmelo_WWE
 defends the #WWENXT Title against 
@UNBESIEGBAR_ZAR
 TONIGHT at #NXTGAB, live from Austin, TX!

8PM ET/5PM PT Streaming exclusively on 
@peacock
 in U.S. and 
@WWENetwork
 everywhere else.

: https://pck.tv/3bqfYSq
: http://WWENetwork.com",22,176,792,6,163430
1685749797704040448,WWE,@WWE,2023-07-30T20:30:46.000Z,"This one is personal. 

No weapon is off the table as 
@roxanne_wwe
 and 
@BDavenportWWE
 will do battle in a brutal Weapons Wild Match TONIGHT at #NXTGAB.",24,204,991,12,150704
1685746036193517568,WWE NXT,@WWENXT,2023-07-30T20:15:49.000Z,"Olympic Gold Medalist 
@GableSteveson
 is ready for a special night tonight at #NXTGAB! ",101,242,1139,17,463353
1685742441419227137,WWE,@WWE,2023-07-30T20:01:32.000Z,".
@tiffstrattonwwe
 and 
@theahail_wwe
 battle for the #WWENXT Women's Title in a Submission Match TONIGHT at #NXTGAB live in Austin, TX!

8PM ET/5PM PT Streaming exclusively on 
@peacock
 in U.S. and 
@WWENetwork
 everywhere else.

: https://pck.tv/3bqfYSq
: https://t.co/aEwGYUp0uE",31,192,879,6,143430
1685735630586687488,WWE,@WWE,2023-07-30T19:34:28.000Z,".
@UNBESIEGBAR_ZAR
 is ready to dethrone 
@Carmelo_WWE
, and fulfill his destiny by becoming #WWENXT Champion TONIGHT at #NXTGAB.",19,154,740,9,126996
1685726959425224704,WWE,@WWE,2023-07-30T19:00:01.000Z,".
@DomMysterio35
 defends his #WWENXT North American Title against 
@AliWWE
 and 
@WesLee_WWE
 TONIGHT at #NXTGAB, live from Austin, TX!

8PM ET/5PM PT Streaming exclusively on 
@peacock
 in U.S. and 
@WWENetwork
 everywhere else.

: https://pck.tv/3bqfYSq
: https://t.co/aEwGYUp0uE",80,445,3358,12,550515
1685723280936759297,WWE,@WWE,2023-07-30T18:45:24.000Z,Who had THE BEST Instagram photo of the week?,38,122,790,14,121822
1685720950044581888,Cody Rhodes,@CodyRhodes,2023-07-30T18:36:08.000Z,"Thank you everybody! Enjoy the documentary. 

Tomorrow on 
@peacock",100,341,3648,17,187090
1685720860064088066,WWE,@WWE,2023-07-30T18:35:46.000Z,"Congratulations to 16-time World Champion 
@JohnCena
 on having the NUMBER ONE movie in the world and in  on 
@netflix
, Hidden Strike!",166,1046,10104,100,470456
1685719633725210624,WWE,@WWE,2023-07-30T18:30:54.000Z,"Are we on the brink of history?
@tiffstrattonwwe
 defends her #WWENXT Women's Championship against 
@theahail_wwe
 in a Submission Match TONIGHT at #NXTGAB, live from Austin, TX!",31,228,985,27,226913
1685711858483744768,WWE NXT,@WWENXT,2023-07-30T18:00:00.000Z,".
@GableSteveson
 makes his WWE and #WWENXT in-ring debut against 
@BaronCorbinWWE
 TONIGHT at #NXTGAB, live from Austin, TX!

8PM ET/5PM PT Streaming exclusively on 
@peacock
 in U.S. and 
@WWENetwork
  everywhere else.

: https://pck.tv/3bqfYSq
: http://WWENetwork.com",42,170,867,6,162208
1685696760264441856,WWE NXT,@WWENXT,2023-07-30T17:00:01.000Z,"WEAPONS WILD MATCH

Get ready for chaos when 
@roxanne_wwe
 and 
@BDavenportWWE
 go to war TONIGHT at #NXTGAB, live from Austin, TX!

8PM ET/5PM PT Streaming exclusively on 
@peacock
 in U.S. and 
@WWENetwork
 everywhere else.

: https://pck.tv/3bqfYSq
: http://WWENetwork.com",28,260,1425,11,155641
1685699444484775938,Carmelo Hayes,@Carmelo_WWE,2023-07-30T17:10:41.000Z,"For one of us it’s gonna be CHAMPAGNE the other it’s gonna be just PAIN. #NXTGAB 

Tonight.",32,226,1502,6,106650
1685686113417981952,WWE NXT,@WWENXT,2023-07-30T16:17:42.000Z,".
@CodyRhodes
 sets the stage for tonight’s #NXTGAB ",10,164,1091,15,170927
1685691514582671360,Cody Rhodes,@CodyRhodes,2023-07-30T16:39:10.000Z,"Today at 1:30et I’ll be doing a special Q/A as we approach the 
@peacock
 premiere 
@WWE
 

Use the hashtag #BecomingCodyRhodes",526,493,3797,17,317411
1685683495425781760,Cody Rhodes,@CodyRhodes,2023-07-30T16:07:18.000Z,"“NXT has returned…to The Lone Star State” 

Tonight LIVE on 
@peacock
 #NXTGAB 
@WWENXT
 @WWE
 @ShawnMichaels
 

Tickets: https://ticketmaster.com/event/3A005EC10E6A7FC5…",55,684,3317,58,403942
1685681659432013825,WWE NXT,@WWENXT,2023-07-30T16:00:00.000Z,"#Gallus and #TheFamily will kick off The #NXTGAB as they do battle for the #WWENXT Tag Team Titles TONIGHT, live from Austin, TX!

8PM ET/5PM PT Streaming exclusively on 
@peacock
 in U.S. and 
@WWENetwork
 everywhere else.

: https://pck.tv/3bqfYSq
: http://WWENetwork.com",15,152,615,1,106401
1685674639480004608,WWE,@WWE,2023-07-30T15:32:07.000Z,"What happens when 
@WWERomanReigns
 goes to the EXTREME?

#WWETop10",26,259,1139,25,122890
1685666561456037888,WWE NXT,@WWENXT,2023-07-30T15:00:01.000Z,"This Eight-Person Mixed Tag Team Match will get us started on the #NXTGAB KICKOFF SHOW with a SPECIAL START TIME of 7PM ET/4PM PT!

Streaming on 
@peacock
 in the U.S. and 
@WWENetwork
 everywhere else.

: https://pck.tv/3bqfYSq
: http://WWENetwork.com",11,187,944,6,134852
1685659340420608001,WWE Network,@WWENetwork,2023-07-30T14:31:19.000Z,"TRACTORSLAM!

 #SummerSlam 2022",21,334,1695,22,234083
1685658911297159168,WWE,@WWE,2023-07-30T14:29:37.000Z,"From 
@PatMcAfeeShow
 & 
@MichaelCole
 to Eddie Guerrero & 
@DaveBautista
, celebrate #InternationalFriendshipDay with the very BEST bromances throughout WWE history!",46,512,4428,47,390392
1685651460514607104,WWE NXT,@WWENXT,2023-07-30T14:00:00.000Z,"HOW WE GOT HERE
@Carmelo_WWE
 vs. 
@UNBESIEGBAR_ZAR
 for the #WWENXT Championship TONIGHT at #NXTGAB, live from Austin, TX

One of the most anticipated NXT Title Matches in recent memory. 

(A Thread)",21,194,1144,14,177148
1685584241717862400,RheaRipley_WWE,@RheaRipley_WWE,2023-07-30T09:32:54.000Z,"It’s Dirty Dom Day!   
#NXTGAB 
@DomMysterio35
 #AndStill #NXTNorthAmericanChampion",100,317,2448,35,282935
1685621261391499264,WWE NXT,@WWENXT,2023-07-30T12:00:00.000Z,"Who's ready for a party?

The #NXTGAB rolls into Austin, TX TONIGHT!",106,1043,5069,49,828392
1685599100790616064,WWE,@WWE,2023-07-30T10:31:57.000Z,".
@WWERomanReigns
 and 
@WWESoloSikoa
 unleash a brutal assault on Jey 
@WWEUsos
 ahead of Tribal Combat at #SummerSlam. 
@HeymanHustle
 #SmackDown",44,205,1211,11,148654
1685583972481261569,WWE,@WWE,2023-07-30T09:31:50.000Z,"Jey 
@WWEUsos
 looks to gain some momentum heading into #SummerSlam when he takes on 
@GraysonWWE
 in the Main Event of #SmackDown.",18,107,661,7,99942
1685568917521965056,WWE,@WWE,2023-07-30T08:32:00.000Z,".
@MachineGunKA
 looks for some payback when he goes one-on-one with 
@realKILLERkross
. 

#SmackDown",17,109,600,5,94791
1685553636577865728,WWE,@WWE,2023-07-30T07:31:17.000Z,"“The All Mighty” 
@fightbobby
 helps 
@AngeloDawkins
 and 
@MontezFordWWE
 dress for success.

#SmackDown",17,106,783,8,113242
1685538680587390976,WWE,@WWE,2023-07-30T06:31:51.000Z,"#SummerSlam opponents 
@BiancaBelairWWE
 & 
@MsCharlotteWWE
 team up to take on the WWE Women's Tag Team Champions 
@ImChelseaGreen
 & 
@SonyaDevilleWWE
.

#SmackDown",26,112,639,11,148460
1685523566077366272,WWE,@WWE,2023-07-30T05:31:48.000Z,".
@RealLAKnight
 crashes #HitRow's moment, leading to a one-on-one match with 
@tehutimiles
.

#SmackDown",50,228,1817,18,169660
1685508458454364161,WWE,@WWE,2023-07-30T04:31:46.000Z,"LWO members 
@reymysterio
 and 
@EscobarWWE
 battle it out in the finals of the United States Championship Invitational. 

#SmackDown",23,118,879,8,113067
1685493364777488384,WWE,@WWE,2023-07-30T03:31:47.000Z,"“Main Event” Jey 
@WWEUsos
 and Undisputed WWE Universal Champion 
@WWERomanReigns
 meet in a heated face-to-face confrontation en route to Tribal Combat at #SummerSlam.
@HeymanHustle
 @WWESoloSikoa
 #SmackDown",46,264,1506,20,146661
1685463898252521472,SANTOS ESCOBAR,@EscobarWWE,2023-07-30T01:34:42.000Z,,23,190,2365,4,105585
1685455174578450432,WWE NXT,@WWENXT,2023-07-30T01:00:02.000Z,"   

#Gallus vs. #TheFamily for the #WWENXT Tag Team Titles will kick off #NXTGAB TOMORROW NIGHT, live in Austin, TX! 

Streaming exclusively on 
@peacock
 in the U.S. and 
@WWENetwork
 everywhere else at 8PM ET/5PM PT.",20,208,1126,10,128325
1685440067295191040,WWE NXT,@WWENXT,2023-07-30T00:00:00.000Z,"We got an Eight-Person Mixed Tag Team Match TOMORROW at #NXTGAB that will take place on the KICKOFF SHOW live from Austin, TX!

The #NXTGAB Kickoff Show will begin at a special start time of 7PM ET/4PM PT!

Tickets : https://ticketmaster.com/event/3A005EC10E6A7FC5…",14,182,882,3,118936
1685440279489191936,WWE,@WWE,2023-07-30T00:00:51.000Z,What are these three cooking up? ,190,378,5320,30,453563
1685431820525940736,Titus O'Neil,@TitusONeilWWE,2023-07-29T23:27:14.000Z,Bullard Family Foundation's Back to school bash helps thousands of Bay ... - FOX 13 Tampa Bay - https://goo.gl/alerts/ZowfSU #GoogleAlerts,2,51,225,1,62882
1685432878820155392,Shawn Michaels,@ShawnMichaels,2023-07-29T23:31:26.000Z,"This is getting out of hand! Tomorrow at #NXTGAB, these ladies settle it in the ring.

: https://ticketmaster.com/event/3A005EC10E6A7FC5…",36,162,1200,6,213355
1685418431942668289,WWE NXT,@WWENXT,2023-07-29T22:34:02.000Z,"BREAKING: 
@roxanne_wwe
 and 
@BDavenportWWE
 were just involved in a physical altercation at 
@dreamconvention
 ahead of their Weapons Wild Match tomorrow at #NXTGAB.",126,844,3385,130,665894
1685409867392040960,WWE,@WWE,2023-07-29T22:00:00.000Z,"This week on #SDLowDown: 

 
@_Theory1
 talks about his title match against 
@EscobarWWE
 
 @BiancaBelairWWE
 discusses teaming with 
@MsCharlotteWWE
 
 @RealLAKnight
 previews his big #SummerSlam week 
@peacock
 | 
@WWENetwork",30,139,681,6,107768
1685397428978032641,WWE NXT,@WWENXT,2023-07-29T21:10:34.000Z,Who will leave #NXTGAB as the #WWENXT Champion?,15,84,331,1,89176
1685397723741073408,WWE NXT,@WWENXT,2023-07-29T21:11:45.000Z,Who survives the Submission Match and walks out of #NXTGAB as the #WWENXT Women's Champion?,24,87,316,3,94068
1685397863583375360,WWE NXT,@WWENXT,2023-07-29T21:12:18.000Z,Who will be the #WWENXT North American Champion after #NXTGAB?,33,94,393,4,94323
1685398240655560705,WWE NXT,@WWENXT,2023-07-29T21:13:48.000Z,Which team will call themselves #WWENXT Tag Team Champions after #NXTGAB?,12,74,287,1,80748
1685398433186635776,WWE NXT,@WWENXT,2023-07-29T21:14:34.000Z,Who will come out on top in the Weapons Wild Match at #NXTGAB?,15,85,297,2,82788
1685398636379705344,WWE NXT,@WWENXT,2023-07-29T21:15:22.000Z,Who can make a statement and pull out the win at #NXTGAB?,19,73,276,2,81470
1685399008498364416,WWE NXT,@WWENXT,2023-07-29T21:16:51.000Z,Who you taking in the Eight-Person Mixed Tag Team Match at #NXTGAB?,12,66,269,2,85094
1685241207209816065,Solo,@WWESoloSikoa,2023-07-29T10:49:48.000Z,,140,684,7452,25,249512
1685379667967021057,WWE NXT,@WWENXT,2023-07-29T20:00:00.000Z,"HOW WE GOT HERE 
@tiffstrattonwwe
 vs. 
@theahail_wwe
 in a SUBMISSION MATCH for the #WWENXT Women's Championship TOMORROW at #NXTGAB, live from Austin, TX

(A Thread)",13,200,1236,11,136135
1685377540712468482,Charlotte Flair,@MsCharlotteWWE,2023-07-29T19:51:33.000Z,,208,734,11850,55,269249
1685379670378684416,WWE,@WWE,2023-07-29T20:00:00.000Z,Who claimed the top spot in this week's #SmackDown #WWETop10?,26,130,907,7,88118
1685365386332565504,Grayson Waller,@GraysonWWE,2023-07-29T19:03:15.000Z,Best call up in WWE Draft history #GWEffect,114,329,3880,15,242571
1685357068037865473,Carmelo Hayes,@Carmelo_WWE,2023-07-29T18:30:12.000Z,"Just pulled up to Austin, TX 

#NXTGAB We readyyyyy ",45,310,2509,19,137669
1685357022382817280,WWE,@WWE,2023-07-29T18:30:01.000Z,"There was a legendary 
@WWE
 @Mattel
 collectible drop at #SDCC last week! Recreate the iconic #WrestleMania Ladder Match between 
@ShawnMichaels
 & #RazorRamon with this collectible set, available for a limited time only.

 http://ms.spr.ly/60169Bg4q",15,98,614,5,90162
1685349469460520960,WWE NXT,@WWENXT,2023-07-29T18:00:00.000Z,"""I came to NXT, and I took over.""
@DomMysterio35
 is feeling pretty damn good as the #WWENXT North American Champion ahead of tomorrow's #NXTGAB  

Watch the full #UpNXT episode with ""Dirty"" Dom here  http://ms.spr.ly/60119BAWH",18,228,1495,31,388359
1685349542034632704,WWE,@WWE,2023-07-29T18:00:17.000Z,"The People's Elbow with a Grayson Waller twist?

You just know 
@GraysonWWE
 had to do it...  

#SmackDown",76,342,3714,31,439282
1685341299438727170,Karrion Kross,@realKILLERkross,2023-07-29T17:27:32.000Z,"Once she pulled the card,
We knew the ideas of right & wrong would go out the window…

And the cries for •justice• would fall on deaf ears…

#FinalPrayer  
@WWE
 

@WWEShop
 : https://shop.wwe.com/en/mens-black-karrion-kross-final-prayer-t-shirt/p-577777594795729405+z-8-1136718004?_ref=p-DLP:m-GRID:i-r0c0:po-0…",66,203,1130,10,129507
1685319274049470465,WWE NXT,@WWENXT,2023-07-29T16:00:01.000Z,"HOW WE GOT HERE
@roxanne_wwe
 vs. 
@BDavenportWWE
 in a Weapons Wild Match TOMORROW at #NXTGAB live from Austin, TX

(A THREAD)",33,315,2220,31,214605
1685319536965222400,WWE,@WWE,2023-07-29T16:01:03.000Z,"Is Jey in Roman's head?

#SmackDown",199,476,6279,19,320629
1685105084504420352,Angelo Dawkins,@AngeloDawkins,2023-07-29T01:48:54.000Z, #SmackDown,23,206,1786,7,112302
1685296904769294336,WWE Network,@WWENetwork,2023-07-29T14:31:08.000Z,"That was low, 
@BaronCorbinWWE
! Real low.

 #SmackDown",18,108,837,7,199927
1685289072174956544,WWE,@WWE,2023-07-29T14:00:00.000Z,".
@Gunther_AUT
 continues his march into the record books ",391,1969,18982,146,1145900
1685268868917235712,RheaRipley_WWE,@RheaRipley_WWE,2023-07-29T12:39:43.000Z,"I’ll be there ALL day, so I guess we will see how confident you are day of. ",117,374,3379,38,444762
1685130025366949888,WWE,@WWE,2023-07-29T03:28:00.000Z,"THIS MONDAY on the final #WWERaw before #SummerSlam 

 
@WWERollins
 & 
@SamiZayn
 vs. 
@ArcherofInfamy
 & 
@DomMysterio35
 
 @CodyRhodes
 & 
@BrockLesnar
 under one roof
 
@LoganPaul
 returns to Raw
 
@maxxinedupri
 vs. 
@WWEValhalla
 
 8/7c 
@USANetwork",140,791,4808,54,335718
1685122284669833216,Grayson Waller,@GraysonWWE,2023-07-29T02:57:15.000Z,"Main Event Waller #SmackDown 

(Hi Dwayne)",83,367,4328,36,472174
1685123069751246848,WWE,@WWE,2023-07-29T03:00:22.000Z,"EXCLUSIVE: WWE Women's Tag Team Champions 
@ImChelseaGreen
 & 
@SonyaDevilleWWE
 are feeling VERY insulted...

#SmackDown",44,204,1184,22,167092
1685119391132786688,WWE,@WWE,2023-07-29T02:45:45.000Z,"NEXT WEEK on #SmackDown

The lingering issues between #SummerSlam Battle Royal competitors 
@WWESheamus
 and 
@RealLAKnight
 will come to a head when they step into the ring one-on-one on the night before 
@SummerSlam
.",55,264,1777,9,222579
1685115317486313473,NXT Level Up,@NXTLevelUp,2023-07-29T02:29:34.000Z,"CHASE U vs. Crusifino Law
@sixftfiiiiive
 takes on 
@LucaCrusifino
 and 
@theahail_wwe
 brought the INTENSITY on #NXTLevelUp!",9,107,483,3,124481
1685112507327819778,NXT Level Up,@NXTLevelUp,2023-07-29T02:18:24.000Z,"The impressive 
@karmen_wwe
 squares off against 
@ivynile_wwe
 on #NXTLevelUp!",12,135,606,13,144018
1685109949930594305,NXT Level Up,@NXTLevelUp,2023-07-29T02:08:14.000Z,"The wicked intense 
@damonkempwwe
 clashes with the fun-loving 
@IkemenJiro_wwe
 on #NXTLevelUp!",7,84,432,,123359
1685107402406801408,WWE,@WWE,2023-07-29T01:58:07.000Z,"JEY SPEARED ROMAN! JEY SPEARED ROMAN! JEY SPEARED ROMAN!

#SmackDown",318,2957,22280,318,1063324
1685106727731986432,WWE,@WWE,2023-07-29T01:55:26.000Z,"PEOPLE'S ELBOW?
@GraysonWWE
 looked to deliver the Viral Elbow to Jey 
@WWEUsos
 on #SmackDown with a clear message sent to 
@TheRock
!",96,619,4755,70,875494
1685105038803304448,WWE,@WWE,2023-07-29T01:48:43.000Z,"It's 
@WWERomanReigns
!

#SmackDown",57,444,2601,44,217706
1685102838894968832,WWE,@WWE,2023-07-29T01:39:59.000Z,"Advantage: 
@realKILLERkross
 & 
@LadyScarlett_13
?

#SmackDown",120,385,2628,35,280234
1685101345399812096,Bobby Lashley,@fightbobby,2023-07-29T01:34:03.000Z, #SmackDown,91,724,7508,36,262810
1685101147231580161,WWE,@WWE,2023-07-29T01:33:15.000Z,Get ready for the final #WWERaw before #SummerSlam THIS MONDAY!,29,224,1107,13,154453
1685099393643372544,WWE SummerSlam,@SummerSlam,2023-07-29T01:26:17.000Z,"The Biggest Party of the Summer just got a whole lot bigger with the monumental announcement of the #SummerSlam Battle Royal between WWE Superstars from both #WWERaw and #SmackDown, presented by 
@SlimJim
!",135,524,2298,27,262006
1685098985650835461,WWE,@WWE,2023-07-29T01:24:40.000Z,"OH? YEAH!

We've got ourselves a #SummerSlam Battle Royal and a certain someone wants in!

#SmackDown",247,901,8090,111,586819
